treated_permno,treated_accession,treated_td,treated_quarter,treated_sic2,treated_post,control_permno,match_group,mahalanobis_d2,control_logcap,control_logilliq,control_turnover,control_ret12m,control_idiovol
21297,0001104659-23-065438,2023-05-26,2023Q2,48,0,15395,0001104659-23-065438,0.03778796011006118,15.153083315064432,-7.681022905360376,0.013728621437622998,-0.39082999491802184,0.02439101173243447
21297,0001104659-23-065438,2023-05-26,2023Q2,48,0,87075,0001104659-23-065438,0.06081418383447939,14.91447345516203,-7.413852608133051,0.09088739761130805,-0.10620001882489305,0.01581334045571136
80233,0001193805-23-000076,2023-01-20,2023Q1,39,0,59185,0001193805-23-000076,0.02113623780907542,12.099893350319391,-2.94921330596958,0.07126327637017708,0.4260770046967082,0.02653149388632857
80014,0001193805-23-000307,2023-02-24,2023Q1,67,0,22800,0001193805-23-000307,0.06802703690886061,11.614424635220056,0.26805051064366253,0.14782219866919227,0.03565000044181943,0.013721495948281356
16668,0000935836-24-000244,2024-02-22,2024Q1,28,1,18137,0000935836-24-000244,0.0021467009627537752,13.602063815270176,-5.069634254880719,5.465392907177884,0.17403700354043394,0.04817851269311308
16668,0000935836-24-000244,2024-02-22,2024Q1,28,1,17372,0000935836-24-000244,0.0033926184825561413,13.750753623642947,-5.251399720812238,3.858026642987995,0.14807295805076137,0.07334157494428464
16668,0000935836-24-000244,2024-02-22,2024Q1,28,1,19184,0000935836-24-000244,0.0043143140609177046,13.710282366884497,-5.183143396696979,18.6571114763611,0.202458037994802,0.062186323198776906
20899,0001193125-22-262610,2022-10-11,2022Q4,73,0,14516,0001193125-22-262610,0.002092130406519128,14.502734214042752,-6.2119387677616755,0.18122166190687003,-0.4862120043253526,0.032987210766546704
20899,0001193125-22-262610,2022-10-11,2022Q4,73,0,16698,0001193125-22-262610,0.0038295911194632785,14.41313449452333,-6.120199562835072,0.17536847016554538,0.04211801016936079,0.051006397823281514
20899,0001193125-22-262610,2022-10-11,2022Q4,73,0,20681,0001193125-22-262610,0.004309566099925234,14.356989008609528,-5.944295337893669,0.5012142856575141,-0.41150699454010464,0.03143750855110742
83148,0000921895-23-000084,2023-01-09,2023Q1,28,0,93371,0000921895-23-000084,0.004533659356381361,12.094955033996957,-3.032736861363047,1.3593198404116154,0.6850389880128205,0.06376963531381964
83148,0000921895-23-000084,2023-01-09,2023Q1,28,0,56945,0000921895-23-000084,0.03013319663149369,12.000666416217053,-2.701944085429183,0.24435683228232857,-0.6134230169700459,0.022392072787335487
83148,0000921895-23-000084,2023-01-09,2023Q1,28,0,17122,0000921895-23-000084,0.03173674598995696,12.331770763006848,-3.4207091593044576,2.561558866177404,0.51459900313057,0.05287995641407301
91832,0001104659-23-072412,2023-06-15,2023Q2,28,0,15429,0001104659-23-072412,0.007550523734434827,15.58614648957811,-8.479895313337735,0.18920538468726728,0.1969629891391378,0.031072809912060257
91832,0001104659-23-072412,2023-06-15,2023Q2,28,0,16318,0001104659-23-072412,0.015010689809838352,15.5435560851071,-8.365777020997484,0.209743553484445,1.0685360018833308,0.0303804122013235
91832,0001104659-23-072412,2023-06-15,2023Q2,28,0,15831,0001104659-23-072412,0.026700924358913396,14.982738364263657,-7.785415264682225,0.2788205751071421,0.6249450003379025,0.04465081520226476
19544,0000895345-22-000552,2022-07-07,2022Q3,28,0,18458,0000895345-22-000552,0.012789983434556245,12.04070466132765,-3.4828663156956,14.817067456515387,-1.4986259718425572,0.05498171620653693
19544,0000895345-22-000552,2022-07-07,2022Q3,28,0,18664,0000895345-22-000552,0.024715257897715254,11.735032479265506,-3.031035618179409,1.2664015547656693,-0.46118800691328943,0.03052380625908069
19544,0000895345-22-000552,2022-07-07,2022Q3,28,0,13621,0000895345-22-000552,0.02587268117853523,11.74296121045416,-3.0690216128416274,4.50976381656574,-0.292798015056178,0.05753501197771639
13965,0001213900-23-072694,2023-08-22,2023Q3,28,0,15833,0001213900-23-072694,0.18895662838426777,7.861696260708152,-0.7785864315790665,410.74159784130086,-1.9628540094345226,0.100328958242732
13965,0001213900-23-072694,2023-08-22,2023Q3,28,0,19460,0001213900-23-072694,0.27454839925647045,7.745963380974593,-0.5287090081744951,141.20620687478677,-1.389299983959063,0.05687882466348199
13965,0001213900-23-072694,2023-08-22,2023Q3,28,0,93016,0001213900-23-072694,0.3369744189715951,7.706698380397307,-0.42034250930791595,137.10453582699097,-1.469651007471839,0.06376943612609816
90371,0001058854-22-000033,2022-07-21,2022Q3,59,0,87162,0001058854-22-000033,0.031672397032856216,12.853704543636994,-5.604583690533586,1.8689054889040855,-1.0245510124368593,0.03888238514927597
90371,0001058854-22-000033,2022-07-21,2022Q3,59,0,21118,0001058854-22-000033,0.2307710553347424,12.624867220261134,-4.915536813205018,5.5961066311660215,-0.8030659757787362,0.03926978548329169
90371,0001058854-22-000033,2022-07-21,2022Q3,59,0,76798,0001058854-22-000033,0.9073212469721499,12.88422775449466,-4.775676400122864,0.8948225515741766,-0.01417299173772335,0.02737882488289233
19592,0001213900-23-045856,2023-05-24,2023Q2,61,0,21551,0001213900-23-045856,0.028691427751380696,11.027166367619959,-1.5737373724083932,0.7815040872131621,0.011854002717882395,0.05173274778959584
19592,0001213900-23-045856,2023-05-24,2023Q2,61,0,11593,0001213900-23-045856,0.6553915540328613,11.819462657151105,-1.789866243146243,0.12151925456661765,0.05494301684666425,0.025345100754865516
89038,0000897069-22-000616,2022-11-14,2022Q4,60,0,13528,0000897069-22-000616,0.006439401857609899,12.38509376185745,-3.706116552088704,0.07749899305235529,0.04297499870881438,0.016906905993328617
89038,0000897069-22-000616,2022-11-14,2022Q4,60,0,17368,0000897069-22-000616,0.011020578650688012,12.046748606928919,-3.2645308828837556,0.201407049769629,-0.12000999331939965,0.017355376917733166
89038,0000897069-22-000616,2022-11-14,2022Q4,60,0,13797,0000897069-22-000616,0.018055518797424133,12.339718531600072,-3.819081471881203,0.10790221319876504,-0.4944720156490803,0.029526122999147874
78915,0001193805-23-000935,2023-06-21,2023Q2,36,0,86051,0001193805-23-000935,1.1834068328036669,11.963448065201513,-3.482101775403817,1.8417632732091895,-0.12413300317712128,0.033525991005865605
14467,0001140361-23-042206,2023-08-22,2023Q3,28,0,20059,0001140361-23-042206,0.00532492047010219,14.131787084328037,-7.115144711230343,1.7114676229946681,-0.14663599920459092,0.032930906290311944
14467,0001140361-23-042206,2023-08-22,2023Q3,28,0,93264,0001140361-23-042206,0.006265321051135096,14.236089566815785,-7.31772532085929,1.2531807993545414,-0.18275899242144078,0.01907338926552149
14467,0001140361-23-042206,2023-08-22,2023Q3,28,0,15303,0001140361-23-042206,0.023167660331982955,14.166457387535571,-7.300250833104543,1.5267970056188047,1.9111170293472242,0.08999479731424496
93369,0001193125-22-187216,2022-06-21,2022Q2,87,0,16260,0001193125-22-187216,0.4501481524713759,15.351077780244898,-7.486309718178972,0.07150373500798379,-0.19781600042188074,0.02807855740844231
93369,0001193125-22-187216,2022-06-21,2022Q2,87,0,76261,0001193125-22-187216,0.6364093477790848,15.27789854245559,-7.519975012494087,0.057923005602896635,-0.2638479890374583,0.016171636796452386
93369,0001193125-22-187216,2022-06-21,2022Q2,87,0,14750,0001193125-22-187216,0.6995331879547687,15.381713824022851,-7.687199721376104,0.1494243980781776,0.04615101439412683,0.02052873737986425
77447,0000950127-22-000003,2022-01-06,2022Q1,38,0,19807,0000950127-22-000003,0.00022748469413960565,15.463248336625313,-7.961969748828514,0.18880135456458266,-0.01658499933546409,0.011773744579750322
77447,0000950127-22-000003,2022-01-06,2022Q1,38,0,11547,0000950127-22-000003,0.01512718729076691,15.237667770154152,-7.58709690997804,0.054756384810990676,0.0695589996612398,0.014827824670270605
77447,0000950127-22-000003,2022-01-06,2022Q1,38,0,92648,0000950127-22-000003,0.01999920116993623,15.777761964125197,-8.371065241496012,0.17152567541309865,0.028205002920003608,0.011724560686389158
18046,0000897069-23-001029,2023-07-21,2023Q3,48,0,86916,0000897069-23-001029,0.01908397185795047,10.9112308513664,-2.5313019668007333,0.9600547172796114,0.09468501538503915,0.03107936734190273
18046,0000897069-23-001029,2023-07-21,2023Q3,48,0,22344,0000897069-23-001029,0.021967500967075115,11.229277245582345,-2.7054668113272298,2.38767999201266,0.09577497909776866,0.04657156923893968
18573,0000921895-22-000839,2021-12-30,2021Q4,73,0,21123,0000921895-22-000839,1.1805049979399702,13.164868690348825,-5.364342331530111,0.7096490126658354,0.1838379860855639,0.03273781404604508
15087,0001213900-22-051125,2022-08-23,2022Q3,73,0,87510,0001213900-22-051125,0.03651413963750669,12.371333068697743,-4.4114396600777415,0.5048587517753214,-0.1526249952148646,0.018671456593585906
15087,0001213900-22-051125,2022-08-23,2022Q3,73,0,17106,0001213900-22-051125,0.0678877131178254,12.967510634521801,-5.262926819545535,1.2225858254688604,-1.049615015508607,0.05361801033788107
15087,0001213900-22-051125,2022-08-23,2022Q3,73,0,19196,0001213900-22-051125,0.10714957055420968,12.488858727155025,-4.746245585901557,8.397638991948291,-1.4207590110599995,0.06271961656664402
89449,0001140361-24-044419,2024-10-21,2024Q4,59,1,92557,0001140361-24-044419,0.7233507993004282,10.493018805869607,-1.3915968744965483,0.19028194629443645,-0.6667610038421117,0.03556603605033445
11292,0001744329-24-000003,2024-05-22,2024Q2,28,1,78749,0001744329-24-000003,0.00311759726089788,10.670019479499375,-0.6737648405582601,0.24188763462659896,0.329358017341292,0.03573738998168174
11292,0001744329-24-000003,2024-05-22,2024Q2,28,1,18997,0001744329-24-000003,0.012625441535589584,10.32067370009499,-0.16730981138987372,1.0801906520338587,0.6183000040473416,0.05928578036869982
11292,0001744329-24-000003,2024-05-22,2024Q2,28,1,24591,0001744329-24-000003,0.02122799504185927,10.694825759274787,-0.5634018210793051,2.9176140693628625,,
92807,0000921895-22-003096,2022-11-08,2022Q4,60,0,87753,0000921895-22-003096,0.028073892091866386,10.956875985191413,-0.4113943345332739,1.4952171221976434,-0.010046994779258966,0.0626729275089444
92807,0000921895-22-003096,2022-11-08,2022Q4,60,0,86573,0000921895-22-003096,0.0378310145032912,11.321637832784742,-0.5249738574964491,0.026742912022875744,-0.4198419855611064,0.023227588829243247
92807,0000921895-22-003096,2022-11-08,2022Q4,60,0,79019,0000921895-22-003096,0.17546043917513676,11.382107644419383,-0.3746769716116329,0.03816763838561049,-0.012861998793596285,0.030634922888433728
17178,0000921895-23-000149,2023-01-19,2023Q1,61,0,90710,0000921895-23-000149,0.42924382053074217,12.292653930043292,-2.159187517043391,0.04645248782211607,0.19382801180472597,0.02607647055749787
76081,0001085146-23-000831,2023-02-08,2023Q1,37,0,75182,0001085146-23-000831,0.009386359341762823,15.744343150685356,-8.184060260158626,0.10283338733925228,0.1693770040583331,0.016909075111965845
76081,0001085146-23-000831,2023-02-08,2023Q1,37,0,88319,0001085146-23-000831,0.020023592652532396,15.322438554584103,-7.521038578948246,0.07463087912926562,0.4152679938415531,0.018221479344992225
76081,0001085146-23-000831,2023-02-08,2023Q1,37,0,84656,0001085146-23-000831,0.026051960689752077,15.892489106465101,-8.256482934420838,0.10369286417100211,0.21408501334371977,0.01846407533501674
13798,0001213900-24-025263,2024-03-06,2024Q1,28,1,14615,0001213900-24-025263,0.00016998620176811682,11.788631029507773,-2.644208868203922,11.2987408429117,0.17838099505752325,0.05466910688045463
13798,0001213900-24-025263,2024-03-06,2024Q1,28,1,80539,0001213900-24-025263,0.00017280339820928184,11.778122482631908,-2.6331366401899983,12.023764900517921,0.7006880037224619,0.08643487009170082
13798,0001213900-24-025263,2024-03-06,2024Q1,28,1,20280,0001213900-24-025263,0.000478624580792262,11.773831744016409,-2.6191896286002416,4.912929298638615,0.2662140040192753,0.06640152306756773
88341,0000897069-22-000124,2022-02-15,2022Q1,60,0,89643,0000897069-22-000124,0.0017096509342888907,11.958820874897077,-1.9711951469353524,0.05102421934042104,0.07016800803830847,0.016162013128965223
88341,0000897069-22-000124,2022-02-15,2022Q1,60,0,77889,0000897069-22-000124,0.0054155962000720865,11.891767708750203,-1.9648910938774178,0.07862528030622794,0.19592800113605335,0.01666046673903385
88341,0000897069-22-000124,2022-02-15,2022Q1,60,0,13694,0000897069-22-000124,0.008886297364574955,12.27121710804818,-2.3876083319646786,0.024701658058674122,0.0607559961208608,0.018317422512257785
22356,0001891364-22-000004,2022-12-19,2022Q4,37,0,14720,0001891364-22-000004,0.059730051261025666,10.513683466329153,-1.9791643318709733,17.39453404259999,-0.6369480304274475,0.04721596437179869
21065,0001140361-23-044177,2023-09-05,2023Q3,28,0,19026,0001140361-23-044177,0.0079407380116225,9.539600952719502,-0.17212846497652184,11.432546437089973,-0.5598659999523079,0.05996102430044951
21065,0001140361-23-044177,2023-09-05,2023Q3,28,0,18997,0001140361-23-044177,0.019367362131979243,9.542446663141208,-0.0998337962727092,2.9562299238304712,-0.4580309984157793,0.05377428792682108
21065,0001140361-23-044177,2023-09-05,2023Q3,28,0,19142,0001140361-23-044177,0.025362392178783832,9.186681699685273,0.0735588776205391,30.39450466456892,-0.885255050365231,0.059894026088378946
14991,0001104659-24-064358,2024-05-15,2024Q2,28,1,18215,0001104659-24-064358,0.007031467862193301,10.997868568649727,-3.1101502536800343,2.9051742667369416,-0.2260730203706771,0.07088701919000166
14991,0001104659-24-064358,2024-05-15,2024Q2,28,1,15375,0001104659-24-064358,0.014224446794128433,11.395349307912992,-3.6612337481894253,3552.936674713164,0.8735519295732956,0.11955933019543512
14991,0001104659-24-064358,2024-05-15,2024Q2,28,1,92594,0001104659-24-064358,0.021903620134797155,11.192523487251167,-3.2780818627240493,30.579908037386005,0.33025702368468046,0.06966750657184634
82542,0001389404-23-000004,2023-07-21,2023Q3,36,0,14942,0001389404-23-000004,0.03946771160247104,13.481099914798168,-4.770083830604658,0.15773080342104867,0.25946600432507694,0.01808912934280893
82542,0001389404-23-000004,2023-07-21,2023Q3,36,0,90097,0001389404-23-000004,0.057489743136239065,14.339092868111239,-6.035051370203397,0.18857642313292616,0.15553699084557593,0.02352220947562725
82542,0001389404-23-000004,2023-07-21,2023Q3,36,0,83885,0001389404-23-000004,0.20040322641370337,13.565282253922549,-5.326275419572945,7.269403371458721,0.506495017092675,0.05772864090143092
17045,0001193805-23-000851,2023-05-29,2023Q2,35,0,51263,0001193805-23-000851,0.007001166103765209,13.18945251794489,-5.426182667729231,0.6717699097536157,0.6413580025546253,0.030715428797167797
17045,0001193805-23-000851,2023-05-29,2023Q2,35,0,89800,0001193805-23-000851,0.012231921498819957,12.905987275162778,-5.141310746565483,0.3225411970889391,-0.42135299640358426,0.0207294824115846
17045,0001193805-23-000851,2023-05-29,2023Q2,35,0,11499,0001193805-23-000851,0.015977278785049558,12.948677981389505,-5.30454487065983,0.7498973856288843,0.3458529973286204,0.026007332881290493
20581,0001214659-22-009064,2022-07-11,2022Q3,38,0,18806,0001214659-22-009064,0.021488677819667703,12.685111552194362,-3.7779244034131163,0.955826147502487,-0.059178021911066025,0.0391952775405642
20581,0001214659-22-009064,2022-07-11,2022Q3,38,0,20305,0001214659-22-009064,0.025195347026299494,13.437420262130706,-4.621962363677929,0.5847644792242341,-0.11665199953131378,0.05295880906941451
20581,0001214659-22-009064,2022-07-11,2022Q3,38,0,10966,0001214659-22-009064,0.037253244440843464,12.838050423094861,-4.089495241604456,0.8932078172475109,-0.32531999913044274,0.045269664494921404
19565,0000902664-24-005919,2024-10-14,2024Q4,73,1,47730,0000902664-24-005919,0.0014340902555267944,15.004754587466739,-7.666780247509558,0.18737941206927572,0.27198200301791076,0.01514441395685873
19565,0000902664-24-005919,2024-10-14,2024Q4,73,1,18064,0000902664-24-005919,0.005214621503247482,15.103909354551092,-7.7286659321299505,0.23289662483917617,0.4040139957796782,0.018959085363563978
19565,0000902664-24-005919,2024-10-14,2024Q4,73,1,21372,0000902664-24-005919,0.008011895221447537,14.896429742726317,-7.506775783196537,0.7602101149976485,0.5930599955026992,0.028743354646162705
20297,0001513162-23-000013,2023-01-25,2023Q1,28,0,90604,0001513162-23-000013,0.03238761223953729,10.162844221796936,-0.05450895715268947,4.891009318139421,-0.6506809492711909,0.05365937808357202
20297,0001513162-23-000013,2023-01-25,2023Q1,28,0,19997,0001513162-23-000013,0.051058354656348594,9.551237802966188,0.9123920131405933,2.7408095296873936,0.23672497227380518,0.05796330437490378
20297,0001513162-23-000013,2023-01-25,2023Q1,28,0,82824,0001513162-23-000013,0.09558114234252978,9.958066642779126,0.4970071079614513,6.772850919749282,0.39196604321477935,0.08245440733579325
23014,0001104659-23-093833,2023-08-21,2023Q3,48,0,88372,0001104659-23-093833,0.35269337948453194,12.101999079175506,-1.8974322813549798,0.1594092981177858,0.1692869943799451,0.028183402231092277
89935,0000921895-23-001387,2023-05-19,2023Q2,28,0,17360,0000921895-23-001387,0.010971197255962248,10.660875631823489,-1.8071811372968776,8.710956126062413,-0.5228649727068841,0.050522545890050466
89935,0000921895-23-001387,2023-05-19,2023Q2,28,0,15287,0000921895-23-001387,0.022248276220123427,10.632860581500118,-2.0091155171035764,35.19509790572139,1.466448986902833,0.11583522353998374
89935,0000921895-23-001387,2023-05-19,2023Q2,28,0,16903,0000921895-23-001387,0.026088451360695476,10.436834457648311,-1.5323039866920987,5.554879269656383,-0.36408901678805705,0.058160613081599956
24459,0001193805-22-001587,2022-11-14,2022Q4,35,0,89800,0001193805-22-001587,0.0005430537914633173,13.20754454057395,-5.173530523281951,0.2978505375467169,-0.26029599344474263,0.023236457842527546
24459,0001193805-22-001587,2022-11-14,2022Q4,35,0,11803,0001193805-22-001587,0.1183998929138159,13.145270983183385,-4.74220702371618,0.6568202988915105,-0.11031099100364372,0.02766479176321967
24459,0001193805-22-001587,2022-11-14,2022Q4,35,0,88897,0001193805-22-001587,0.12921141989414062,13.020966418688845,-4.585414354618751,2.348308990298575,0.37806498212739825,0.04578263644390347
17134,0000921895-22-001894,2022-06-01,2022Q2,28,0,17044,0000921895-22-001894,0.03509905325049334,10.581175858033529,-3.434453442178885,6.97675314500186,-2.232368021039292,0.06207509450207252
17134,0000921895-22-001894,2022-06-01,2022Q2,28,0,13411,0000921895-22-001894,0.04318557100930159,10.858368029314189,-3.4177050707860626,8.00048336419528,-1.467639995389618,0.04754964321355385
17134,0000921895-22-001894,2022-06-01,2022Q2,28,0,17955,0000921895-22-001894,0.45275998250968646,10.623148613001078,-2.642463144469334,4.7934973694075405,-1.19238001445774,0.05117171365929598
18771,0000908834-22-000119,2022-09-29,2022Q3,73,0,17685,0000908834-22-000119,0.019049390251617452,16.16867581307749,-8.979670838602344,0.4062847967751938,-0.6471449754608329,0.04176154163393818
18771,0000908834-22-000119,2022-09-29,2022Q3,73,0,16649,0000908834-22-000119,0.020269621833210075,15.916041464914265,-8.930737134728936,0.345626167422561,-1.0292429762193933,0.045556287840762114
18771,0000908834-22-000119,2022-09-29,2022Q3,73,0,15291,0000908834-22-000119,0.02453751021504682,16.31809095539529,-9.183536425947958,0.3118822551564974,-0.30290600286389235,0.04122554997695314
20788,0000897069-23-000695,2023-05-29,2023Q2,28,0,19026,0000897069-23-000695,0.010322974893007306,10.065838092857241,-0.7548466670780475,6.114233620328608,-1.6291340178868268,0.06765151789347522
20788,0000897069-23-000695,2023-05-29,2023Q2,28,0,18960,0000897069-23-000695,0.015399254233543404,10.448079038772436,-1.375940165277001,23.691540993630266,-0.5860670062465942,0.09447407610430601
20788,0000897069-23-000695,2023-05-29,2023Q2,28,0,20288,0000897069-23-000695,0.0585881567044531,9.934427924242764,-0.46750002316976697,11.414226655566424,0.12749102709494764,0.07276469091374047
88807,0000950142-24-002787,2024-11-06,2024Q4,36,1,93426,0000950142-24-002787,0.01512471470479739,12.556393967895243,-4.526511422223275,0.2191547808750892,-0.3560850033245515,0.01926451219938646
88807,0000950142-24-002787,2024-11-06,2024Q4,36,1,83885,0000950142-24-002787,0.1208948086957532,12.281056687394168,-3.8162823491167144,7.9806771634024605,-0.5744420154951513,0.047255575028892174
88807,0000950142-24-002787,2024-11-06,2024Q4,36,1,67029,0000950142-24-002787,0.5451481937455871,12.639528044855965,-3.8798656228707857,2.142106084987455,0.48732702317647636,0.05073891527261851
22302,0000897069-24-000736,2024-03-18,2024Q1,60,1,89279,0000897069-24-000736,0.03691976748088668,11.837046018369614,-1.9834267305628401,0.03442924450815764,0.40022700338158756,0.022365622718943757
22302,0000897069-24-000736,2024-03-18,2024Q1,60,1,17117,0000897069-24-000736,0.09283632722693871,11.628995389645116,-2.1735499520950774,0.1340364625538533,0.0854390105814673,0.02117360876865793
22302,0000897069-24-000736,2024-03-18,2024Q1,60,1,17970,0000897069-24-000736,0.09332486264401055,11.806465893693643,-2.3702585079290737,0.14065670839268377,-0.19604200651519932,0.029947808636629738
15072,0000921895-23-001902,2023-08-11,2023Q3,67,0,16585,0000921895-23-001902,0.2850965700053763,11.936542426832656,-4.114175689932757,2.0655606705933365,0.1220199812669307,0.018033036302695083
15072,0000921895-23-001902,2023-08-11,2023Q3,67,0,19225,0000921895-23-001902,0.8751606027314904,12.596643381127999,-3.491343672842383,0.1928951511899001,0.059355988283641636,0.02253124493993809
17343,0001213900-24-102372,2024-11-22,2024Q4,73,1,12380,0001213900-24-102372,0.005190293171633933,12.884857327424214,-3.9387720339658694,0.1683520267375167,0.46711000642972067,0.023653838605091432
17343,0001213900-24-102372,2024-11-22,2024Q4,73,1,15582,0001213900-24-102372,0.010371256112932742,12.79066532620203,-3.7395638781652005,0.34796988770062987,0.5419510023784824,0.03262959086475182
17343,0001213900-24-102372,2024-11-22,2024Q4,73,1,21601,0001213900-24-102372,0.02092103754352941,12.694500501534016,-3.604276527716082,0.39648685112129667,-0.15633700147736818,0.026395793010115434
14452,0000921895-22-003092,2022-11-09,2022Q4,28,0,93371,0000921895-22-003092,0.0015045984254341358,11.72499997991353,-3.1673107570775336,2.192951069824959,0.019716990762390196,0.06290059649804762
14452,0000921895-22-003092,2022-11-09,2022Q4,28,0,92686,0000921895-22-003092,0.005900029233883524,11.751733052197658,-3.1516814294169495,1.380897083733621,0.41409598011523485,0.04932135950842596
14452,0000921895-22-003092,2022-11-09,2022Q4,28,0,13693,0000921895-22-003092,0.01198475020571467,11.607183364048609,-2.929825050536731,4.8074792927722525,-0.24336898128967732,0.03888157706442295
14601,0000921895-22-000769,2022-02-23,2022Q1,62,0,13802,0000921895-22-000769,0.010790303408862834,14.73507885674303,-7.437963614111365,0.19901588411398102,-0.22680200087779667,0.015667288762275407
14601,0000921895-22-000769,2022-02-23,2022Q1,62,0,14985,0000921895-22-000769,0.03644177148468702,14.470972729972763,-7.338340067997836,0.6767505510989152,0.0914199955877848,0.015727654208778686
14601,0000921895-22-000769,2022-02-23,2022Q1,62,0,14574,0000921895-22-000769,0.1006182551829942,14.927257883101152,-7.454991532073658,0.1264122557831635,0.013158994348486885,0.01564122919629085
16668,0001104659-22-049068,2022-04-12,2022Q2,28,0,14238,0001104659-22-049068,0.0007354201053942944,12.94620436109191,-5.237641273468848,2.781283053957985,-0.4075480120955035,0.04627484228380766
16668,0001104659-22-049068,2022-04-12,2022Q2,28,0,14689,0001104659-22-049068,0.0018366549138109037,12.908313329575495,-5.19739650856093,2.167314915214596,0.6468790149665438,0.05949749553468941
16668,0001104659-22-049068,2022-04-12,2022Q2,28,0,13107,0001104659-22-049068,0.006890170381781148,12.902700038120797,-5.2425405704004415,30.685360859806863,-0.29601999721489847,0.053324384707948466
15374,0001214659-22-009648,2022-07-26,2022Q3,38,0,91742,0001214659-22-009648,0.04350286732270931,9.111063535380639,-1.1771075168068499,82.26361864702484,-0.4412369743513409,0.04748228961216119
15374,0001214659-22-009648,2022-07-26,2022Q3,38,0,21664,0001214659-22-009648,0.15124133599274145,9.46384395785763,-1.0792343363746306,121.90409071101234,-0.5133239882998168,0.0662271958635365
15374,0001214659-22-009648,2022-07-26,2022Q3,38,0,15491,0001214659-22-009648,0.5081726448977192,9.775279110696161,-1.145108291177033,23.4188709353097,-0.7758959662169218,0.048046467951386174
21089,0001214659-23-008178,2023-05-24,2023Q2,28,0,19542,0001214659-23-008178,0.007532701846225908,12.411551856981287,-3.6221805856734464,1.08343690849055,-0.5572699948679656,0.042687249482613876
21089,0001214659-23-008178,2023-05-24,2023Q2,28,0,18203,0001214659-23-008178,0.009579374049869634,12.541047475883714,-3.9519144739811405,1.1690466905317582,-0.4004600105108693,0.03934529168121167
21089,0001214659-23-008178,2023-05-24,2023Q2,28,0,93371,0001214659-23-008178,0.010362264024230117,12.213437061528218,-3.489977550140929,1.4244534149350183,0.3614829968428239,0.03849734484982792
15064,0001904067-24-000003,2024-10-02,2024Q4,60,1,90600,0001904067-24-000003,0.0047116329121095,12.985202549196705,-4.801967059237939,1.0795134475510966,-0.07780799502506852,0.02668072736627987
15064,0001904067-24-000003,2024-10-02,2024Q4,60,1,16063,0001904067-24-000003,0.013448587292503316,13.071811828907897,-4.869186607611043,0.21080431773211009,-0.11188800525269471,0.01831449461783586
15064,0001904067-24-000003,2024-10-02,2024Q4,60,1,11397,0001904067-24-000003,0.024728169899314163,13.20069126176229,-5.008725990144753,0.19985680327753305,0.13049200165551156,0.021759217001885645
19644,0000950142-22-003306,2022-12-07,2022Q4,59,0,21118,0000950142-22-003306,0.3794656644258514,12.532105834395566,-4.636697220254174,3.8827336974446767,-0.35758398473262787,0.04296784786113021
21829,0001213900-22-022355,2022-03-21,2022Q1,73,0,16049,0001213900-22-022355,0.01803087631378908,11.318543553587906,-3.0857040916562615,1.1075592530767258,-0.9510430035879835,0.03529346376233084
21829,0001213900-22-022355,2022-03-21,2022Q1,73,0,89941,0001213900-22-022355,0.09192049824120259,11.065024560864408,-2.6077672655172996,0.5510730760920908,-0.7782460118760355,0.037111017557089385
21829,0001213900-22-022355,2022-03-21,2022Q1,73,0,22287,0001213900-22-022355,0.11594723254147946,11.325088727488163,-3.5438116684830017,2.3682029196649887,,
13548,0001193805-23-001197,2023-08-08,2023Q3,58,0,79299,0001193805-23-001197,0.006473330446860415,14.798458057157635,-8.115155139277029,0.24920945206669728,0.03409799939254299,0.018634139698347523
13548,0001193805-23-001197,2023-08-08,2023Q3,58,0,15014,0001193805-23-001197,0.01188989277190723,14.452674357592041,-7.755785290321272,0.7816049782369806,0.1861969959572889,0.029225284355954388
13548,0001193805-23-001197,2023-08-08,2023Q3,58,0,15167,0001193805-23-001197,0.013024499695169785,14.899536024345387,-8.201052213376304,0.30622179368795166,0.47061100479913875,0.02382934132064812
90081,0001104659-23-044843,2023-04-12,2023Q2,38,0,14694,0001104659-23-044843,0.3329792427662415,13.341587578088426,-6.073193747824292,2.1172107050123805,-0.2432170007377863,0.01777798897644899
90783,0001193125-22-042152,2022-02-02,2022Q1,28,0,14458,0001193125-22-042152,0.016303992731821326,10.951062654369226,-2.1856121796076664,6.281756674577369,-0.6713839860167354,0.03569702864250218
90783,0001193125-22-042152,2022-02-02,2022Q1,28,0,11654,0001193125-22-042152,0.017096113777605,11.282341804558325,-2.7525753776582773,0.28303300086823596,-0.02409898687619716,0.02859941237883463
90783,0001193125-22-042152,2022-02-02,2022Q1,28,0,14555,0001193125-22-042152,0.01897052762510245,10.686548560564873,-2.070588158932282,1.5676489922862864,-0.7359300025273114,0.03596316260814115
16044,0000902664-22-002457,2022-03-28,2022Q1,28,0,90125,0000902664-22-002457,0.0003858244094494536,14.758427353083496,-6.783191437864914,0.7088328578495781,0.26926600094884634,0.030919702167826316
16044,0000902664-22-002457,2022-03-28,2022Q1,28,0,13967,0000902664-22-002457,0.000805948430534511,14.806241333707378,-6.8513387531609675,0.2557420763804256,-0.07339100408717059,0.024170766720901023
16044,0000902664-22-002457,2022-03-28,2022Q1,28,0,15222,0000902664-22-002457,0.0009696241354539704,14.73390224927672,-6.74042511893061,0.7749666752198873,-0.20675499713979661,0.03547503217702887
