cik,name,event_date,form,accession,route,confirm_detail
0001841800,"Nogin, Inc.",2022-02-14,8-K,0001193125-22-042056,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001842279,OPAL Fuels Inc.,2022-07-27,8-K,0001213900-22-042020,A,8k-text:merger:1;target:1;acquirer:1;defence:2;nonmerger:1;via-primary
0001842356,Wag! Group Co.,2022-08-15,8-K,0001104659-22-091417,A,8k-text:merger:2;target:1;acquirer:2;defence:1;via-primary
0001842384,Belong Acquisition Corp.,2022-12-22,8-K,0001213900-22-081930,A,8k-text:merger:1;via-primary
0001842566,"Airship AI Holdings, Inc.",2023-09-26,8-K,0001213900-23-079592,A,8k-text:merger:1;via-primary
0001842566,"Airship AI Holdings, Inc.",2023-12-18,8-K,0001213900-23-096222,A,8k-text:merger:1;via-primary
0001842566,"Airship AI Holdings, Inc.",2023-12-28,8-K,0001654954-23-016064,A,8k-text:merger:3;target:1;acquirer:2;defence:3;via-primary
0001843162,"Chicago Atlantic BDC, Inc.",2026-06-18,8-K,0001213900-26-069853,A,8k-text:merger:3;via-primary
0001843656,Royalty Management Holding Corp,2023-05-01,8-K,0001654954-23-005446,A,8k-text:merger:3;via-primary
0001843656,Royalty Management Holding Corp,2023-11-06,8-K,0001477932-23-008092,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001843714,Zapata Computing Holdings Inc.,2024-04-03,8-K,0001193125-24-085161,A,8k-text:merger:2;target:3;acquirer:2;defence:2;nonmerger:1;via-primary
0001843724,"LanzaTech Global, Inc.",2022-03-08,8-K,0001104659-22-031257,A,8k-text:merger:3;target:3;acquirer:1;defence:1;via-primary
0001843724,"LanzaTech Global, Inc.",2022-12-12,8-K,0001104659-22-126126,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001843724,"LanzaTech Global, Inc.",2023-02-06,8-K,0001104659-23-010845,A,8k-text:merger:3;via-primary
0001843724,"LanzaTech Global, Inc.",2023-02-13,8-K,0001628280-23-003310,A,8k-text:merger:3;target:1;acquirer:1;defence:2;nonmerger:5;via-primary
0001843973,FLYEXCLUSIVE INC.,2024-09-03,8-K,0001628280-24-039026,A,8k-text:merger:2;via-primary
0001844149,Spectaire Holdings Inc.,2023-01-17,8-K,0001564590-23-000454,A,8k-text:merger:4;target:1;acquirer:2;defence:1;via-primary
0001844149,Spectaire Holdings Inc.,2023-04-12,8-K,0001564590-23-005603,A,8k-text:merger:1;via-primary
0001844149,Spectaire Holdings Inc.,2023-10-12,8-K,0001193125-23-254597,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001844149,Spectaire Holdings Inc.,2023-10-19,8-K,0001193125-23-259306,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:1;via-primary
0001844149,Spectaire Holdings Inc.,2023-10-27,8-K,0001013762-23-007283,A,8k-text:merger:3;target:1;acquirer:2;defence:2;nonmerger:2;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-01-24,8-K,0001575872-23-000129,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-02-21,8-K,0001575872-23-000296,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-03-20,8-K,0001575872-23-000384,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-04-13,8-K,0001575872-23-000556,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-05-19,8-K,0001575872-23-000800,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-06-20,8-K,0001575872-23-001000,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-07-19,8-K,0001213900-23-058025,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-07-26,8-K,0001213900-23-059815,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-08-18,8-K,0001213900-23-069046,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-09-18,8-K,0001213900-23-077392,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-09-20,8-K,0001213900-23-077995,A,8k-text:merger:3;via-primary
0001844417,"Estrella Immunopharma, Inc.",2023-10-05,8-K,0001013762-23-002216,A,8k-text:merger:4;target:3;acquirer:1;defence:1;nonmerger:1;via-primary
0001844419,Maquia Capital Acquisition Corp,2023-10-10,8-K,0001104659-23-107665,A,8k-text:merger:1;via-primary
0001844419,Maquia Capital Acquisition Corp,2024-01-10,8-K,0001104659-24-002965,A,8k-text:merger:1;via-primary
0001844419,Maquia Capital Acquisition Corp,2024-04-09,8-K,0001104659-24-045288,A,8k-text:merger:1;via-primary
0001844419,Maquia Capital Acquisition Corp,2024-05-22,8-K,0001104659-24-064323,A,8k-text:merger:1;via-primary
0001844452,"Intuitive Machines, Inc.",2023-02-10,8-K,0001213900-23-009994,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2022-09-23,8-K,0001193125-22-250149,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2023-03-28,8-K,0001193125-23-082333,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2023-03-31,8-K,0001193125-23-088154,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2023-09-29,8-K,0001193125-23-246559,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2023-12-19,8-K,0001193125-23-298699,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2023-12-26,8-K,0001193125-23-302543,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2023-12-29,8-K,0001193125-23-305970,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2024-02-06,8-K,0001193125-24-024857,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2024-02-27,8-K,0001193125-24-047984,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2024-03-08,8-K,0001193125-24-063762,A,8k-text:merger:1;via-primary
0001844505,"QT IMAGING HOLDINGS, INC.",2025-06-12,8-K,0001844505-25-000057,A,8k-text:merger:1;via-primary
0001845013,Healthwell Acquisition Corp. I,2023-05-03,8-K,0001213900-23-036006,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001845013,Healthwell Acquisition Corp. I,2023-05-15,8-K,0001213900-23-039969,A,8k-text:merger:1;via-primary
0001845013,Healthwell Acquisition Corp. I,2023-08-11,8-K,0001213900-23-066339,A,8k-text:merger:1;via-primary
0001845013,Healthwell Acquisition Corp. I,2023-09-18,8-K,0001213900-23-077316,A,8k-text:merger:1;via-primary
0001845022,"Couchbase, Inc.",2025-09-24,8-K,0001140361-25-035929,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:1;via-primary
0001845123,"AleAnna, Inc.",2024-02-15,8-K,0001193125-24-036776,A,8k-text:merger:1;via-primary
0001845123,"AleAnna, Inc.",2024-10-09,8-K,0001213900-24-086625,A,8k-text:merger:3;via-primary
0001845459,"NKGen Biotech, Inc.",2023-04-17,8-K,0001104659-23-045840,A,8k-text:merger:4;target:2;acquirer:2;defence:1;via-primary
0001845459,"NKGen Biotech, Inc.",2023-09-18,8-K,0001104659-23-101418,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:2;via-primary
0001845459,"NKGen Biotech, Inc.",2023-09-29,8-K,0001104659-23-105417,A,8k-text:merger:4;via-primary
0001845459,"NKGen Biotech, Inc.",2023-10-05,8-K,0001104659-23-107256,A,8k-text:merger:3;target:1;acquirer:2;defence:2;nonmerger:5;via-primary
0001845550,Alpha Partners Technology Merger Corp.,2024-08-23,8-K,0001213900-24-072019,A,8k-text:merger:1;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001845550,Alpha Partners Technology Merger Corp.,2024-12-11,8-K,0001213900-24-107604,A,8k-text:merger:1;via-primary
0001845550,Alpha Partners Technology Merger Corp.,2025-01-30,8-K,0001213900-25-008041,A,8k-text:merger:1;via-primary
0001845550,Alpha Partners Technology Merger Corp.,2025-08-01,8-K,0001213900-25-070244,A,8k-text:merger:1;via-primary
0001845942,Bannix Acquisition Corp.,2023-06-28,8-K,0001731122-23-001223,A,8k-text:merger:1;target:1;acquirer:2;via-primary
0001845942,Bannix Acquisition Corp.,2023-08-09,8-K,0001731122-23-001417,A,8k-text:merger:1;target:1;acquirer:2;via-primary
0001845942,Bannix Acquisition Corp.,2024-03-27,8-K,0001731122-24-000496,A,8k-text:merger:1;target:1;acquirer:2;via-primary
0001845942,Bannix Acquisition Corp.,2024-09-06,8-K,0001731122-24-001358,A,8k-text:merger:3;target:3;acquirer:1;via-primary
0001845942,Bannix Acquisition Corp.,2024-09-16,8-K,0001731122-24-001414,A,8k-text:merger:3;via-primary
0001846069,"Nextdoor Holdings, Inc.",2021-10-01,8-K,0001193125-21-289883,A,8k-text:merger:3;via-primary
0001846069,"Nextdoor Holdings, Inc.",2021-11-12,8-K,0001628280-21-023197,A,8k-text:merger:3;target:3;acquirer:1;defence:1;via-primary
0001846235,International Media Acquisition Corp.,2024-02-06,8-K,0001654954-24-001387,A,8k-text:merger:1;via-primary
0001846253,"OmniAb, Inc.",2022-11-07,8-K,0001193125-22-279194,A,8k-text:merger:3;target:1;acquirer:3;defence:2;nonmerger:4;via-primary
0001846510,Soho House & Co Inc.,2025-08-18,8-K,0001193125-25-182169,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:2;via-primary
0001847075,SAI.TECH Global Corp,2021-10-22,8-K,0001104659-21-128554,A,8k-text:merger:1;via-primary
0001847075,SAI.TECH Global Corp,2022-01-27,8-K,0001213900-22-003829,A,8k-text:merger:1;via-primary
0001847075,SAI.TECH Global Corp,2022-03-23,8-K,0001104659-22-036759,A,8k-text:merger:1;via-primary
0001847345,PowerUp Acquisition Corp.,2024-06-07,8-K,0001493152-24-023111,A,8k-text:merger:3;via-primary
0001847345,PowerUp Acquisition Corp.,2024-10-04,8-K,0001493152-24-039574,A,8k-text:merger:1;via-primary
0001847440,Coliseum Acquisition Corp.,2024-06-26,8-K,0001104659-24-074964,A,8k-text:merger:2;target:2;acquirer:1;defence:1;via-primary
0001847440,Coliseum Acquisition Corp.,2024-08-23,8-K,0001104659-24-092239,A,8k-text:merger:1;via-primary
0001847440,Coliseum Acquisition Corp.,2024-12-18,8-K,0001104659-24-129792,A,8k-text:merger:1;via-primary
0001847440,Coliseum Acquisition Corp.,2024-12-26,8-K,0001104659-24-131757,A,8k-text:merger:2;via-primary
0001847846,EUDA Health Holdings Ltd,2022-11-07,8-K,0001493152-22-030856,A,8k-text:merger:2;target:1;acquirer:1;via-primary
0001847874,Mobile Infrastructure Corp,2022-12-14,8-K,0001193125-22-304176,A,8k-text:merger:4;via-primary
0001847874,Mobile Infrastructure Corp,2023-03-23,8-K,0001193125-23-077957,A,8k-text:merger:3;via-primary
0001847874,Mobile Infrastructure Corp,2023-05-11,8-K,0001193125-23-142087,A,8k-text:merger:3;via-primary
0001847986,Dragonfly Energy Holdings Corp.,2022-05-16,8-K,0001104659-22-061458,A,8k-text:merger:3;target:2;acquirer:1;defence:1;via-primary
0001847986,Dragonfly Energy Holdings Corp.,2022-07-12,8-K,0001104659-22-079011,A,8k-text:merger:3;via-primary
0001847986,Dragonfly Energy Holdings Corp.,2022-08-05,8-K,0001104659-22-086782,A,8k-text:merger:1;via-primary
0001847986,Dragonfly Energy Holdings Corp.,2022-10-11,8-K,0001104659-22-107212,A,8k-text:merger:3;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0001848437,Cartica Acquisition Corp,2024-06-24,8-K,0001104659-24-074337,A,8k-text:merger:4;target:2;acquirer:1;defence:1;via-primary
0001848437,Cartica Acquisition Corp,2025-01-02,8-K,0001104659-25-000318,A,8k-text:merger:3;via-primary
0001848861,Healthcare AI Acquisition Corp.,2024-08-16,8-K,0001477932-24-004984,A,8k-text:merger:2;target:3;acquirer:1;defence:1;via-primary
0001848861,Healthcare AI Acquisition Corp.,2024-08-26,8-K,0001477932-24-005277,A,8k-text:merger:1;via-primary
0001848898,10X Capital Venture Acquisition Corp. II,2022-08-15,8-K,0001193125-22-220228,A,8k-text:merger:3;via-primary
0001848898,10X Capital Venture Acquisition Corp. II,2022-11-04,8-K,0001193125-22-277884,A,8k-text:merger:3;via-primary
0001848898,10X Capital Venture Acquisition Corp. II,2022-11-09,8-K,0001193125-22-281108,A,8k-text:merger:4;via-primary
0001848898,10X Capital Venture Acquisition Corp. II,2023-05-03,8-K,0001213900-23-035740,A,8k-text:merger:4;via-primary
0001848898,10X Capital Venture Acquisition Corp. II,2023-05-05,8-K,0001213900-23-036935,A,8k-text:merger:4;via-primary
0001848898,10X Capital Venture Acquisition Corp. II,2023-11-30,8-K,0001213900-23-091184,A,8k-text:merger:4;via-primary
0001848948,10X Capital Venture Acquisition Corp. III,2023-10-06,8-K,0001013762-23-002526,A,8k-text:merger:4;via-primary
0001849635,Trump Media & Technology Group Corp.,2021-10-26,8-K,0001193125-21-308146,A,8k-text:merger:4;via-primary
0001849635,Trump Media & Technology Group Corp.,2022-05-17,8-K,0001193125-22-153139,A,8k-text:merger:4;via-primary
0001849635,Trump Media & Technology Group Corp.,2022-09-09,8-K,0001193125-22-242060,A,8k-text:merger:3;via-primary
0001849635,Trump Media & Technology Group Corp.,2023-10-02,8-K,0001193125-23-247741,A,8k-text:merger:3;via-primary
0001849635,Trump Media & Technology Group Corp.,2024-02-12,8-K,0001193125-24-030969,A,8k-text:merger:1;via-primary
0001849635,Trump Media & Technology Group Corp.,2024-03-18,8-K,0001193125-24-069431,A,8k-text:merger:3;via-primary
0001849635,Trump Media & Technology Group Corp.,2025-12-18,8-K,0001140361-25-046056,A,8k-text:merger:3;via-primary
0001849820,"Nauticus Robotics, Inc.",2022-02-03,8-K,0001213900-22-005237,A,8k-text:merger:3;via-primary
0001849820,"Nauticus Robotics, Inc.",2022-09-15,8-K,0001213900-22-056286,A,8k-text:merger:4;target:3;acquirer:1;defence:2;nonmerger:2;via-primary
0001850059,Flag Ship Acquisition Corp,2026-05-04,8-K,0001829126-26-004455,A,8k-text:merger:3;via-primary
0001850262,Integral Acquisition Corp 1,2023-10-25,8-K,0001193125-23-263085,A,8k-text:merger:1;target:1;acquirer:1;defence:1;via-primary
0001850262,Integral Acquisition Corp 1,2024-07-09,8-K,0001193125-24-176732,A,8k-text:merger:1;via-primary
0001850262,Integral Acquisition Corp 1,2024-10-03,8-K,0001193125-24-231563,A,8k-text:merger:1;via-primary
0001850262,Integral Acquisition Corp 1,2025-04-15,8-K,0001193125-25-081490,A,8k-text:merger:1;via-primary
0001850262,Integral Acquisition Corp 1,2025-06-05,8-K,0001193125-25-136007,A,8k-text:merger:1;via-primary
0001850266,"Akili, Inc.",2022-01-26,8-K,0001193125-22-017656,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001850266,"Akili, Inc.",2022-08-23,8-K,0001193125-22-227561,A,8k-text:merger:4;target:1;acquirer:2;defence:1;nonmerger:2;via-primary
0001850266,"Akili, Inc.",2024-05-29,8-K,0001140361-24-027811,A,8k-text:merger:4;target:5;acquirer:1;via-primary
0001850270,PROKIDNEY CORP.,2022-01-18,8-K,0001193125-22-010520,A,8k-text:merger:1;via-primary
0001850906,"Singular Genomics Systems, Inc.",2024-12-23,8-K,0001193125-24-284273,A,8k-text:merger:3;target:2;acquirer:1;via-primary
0001851194,"Ventyx Biosciences, Inc.",2026-01-07,8-K,0001193125-26-006520,A,8k-text:merger:3;target:3;acquirer:1;via-primary
0001851484,TenX Keane Acquisition,2024-01-18,8-K,0001493152-24-002896,A,8k-text:merger:3;via-primary
0001851484,TenX Keane Acquisition,2024-04-29,8-K,0001493152-24-017024,A,8k-text:merger:3;via-primary
0001851484,TenX Keane Acquisition,2024-05-21,8-K,0001493152-24-020866,A,8k-text:merger:3;via-primary
0001851484,TenX Keane Acquisition,2024-06-18,8-K,0001493152-24-024236,A,8k-text:merger:3;via-primary
0001851484,TenX Keane Acquisition,2024-07-19,8-K,0001493152-24-028500,A,8k-text:merger:3;via-primary
0001851612,Crixus BH3 Acquisition Co,2024-12-05,8-K,0001140361-24-048481,A,8k-text:merger:1;via-primary
0001851612,Crixus BH3 Acquisition Co,2025-04-07,8-K,0001140361-25-012399,A,8k-text:merger:1;via-primary
0001851612,Crixus BH3 Acquisition Co,2025-06-06,8-K,0001140361-25-021619,A,8k-text:merger:1;via-primary
0001851909,Compass Digital Acquisition Corp.,2026-02-06,8-K,0001493152-26-005428,A,8k-text:merger:3;via-primary
0001852244,"GXO Logistics, Inc.",2023-09-14,SC TO-C,0001140361-23-043894,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001852244,"GXO Logistics, Inc.",2023-09-14,SC TO-C,0001140361-23-043968,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001852244,"GXO Logistics, Inc.",2023-09-19,SC TO-C,0001140361-23-044488,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001852244,"GXO Logistics, Inc.",2023-09-21,SC TO-T,0001140361-23-044684,A+B,form-type|fts-cik-verified|subject-cik-mismatch|bidder-disagrees-header
0001852633,"Pinstripes Holdings, Inc.",2023-09-27,8-K,0001104659-23-104085,A,8k-text:merger:1;via-primary
0001852633,"Pinstripes Holdings, Inc.",2023-11-22,8-K,0001104659-23-120768,A,8k-text:merger:1;via-primary
0001852633,"Pinstripes Holdings, Inc.",2024-01-05,8-K,0001104659-24-001803,A,8k-text:merger:1;target:2;acquirer:1;defence:1;nonmerger:2;via-primary
0001852736,Tristar Acquisition I Corp.,2023-12-22,8-K,0001929980-23-000307,A,8k-text:merger:1;via-primary
0001852736,Tristar Acquisition I Corp.,2024-05-02,8-K,0001929980-24-000144,A,8k-text:merger:1;via-primary
0001852736,Tristar Acquisition I Corp.,2024-05-22,8-K,0001929980-24-000227,A,8k-text:merger:1;via-primary
0001852736,Tristar Acquisition I Corp.,2024-05-24,8-K,0001929980-24-000234,A,8k-text:merger:1;via-primary
0001852736,Tristar Acquisition I Corp.,2024-07-23,8-K,0001929980-24-000305,A,8k-text:merger:1;via-primary
0001852736,Tristar Acquisition I Corp.,2024-08-09,8-K,0001213900-24-067159,A,8k-text:merger:1;via-primary
0001852767,"Marti Technologies, Inc.",2022-08-01,8-K,0001104659-22-084463,A,8k-text:merger:1;target:2;acquirer:1;defence:1;nonmerger:1;via-primary
0001852973,Borealis Foods Inc.,2023-08-17,8-K,0001213900-23-068568,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-04-03,8-K,0001193125-23-088808,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-04-12,8-K,0001193125-23-099176,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-06-06,8-K,0001193125-23-160926,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-07-05,8-K,0001193125-23-182054,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-10-10,8-K,0001193125-23-253164,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-10-18,8-K,0001193125-23-258492,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-11-03,8-K,0001193125-23-269978,A,8k-text:merger:1;via-primary
0001853044,"Aeries Technology, Inc.",2023-11-06,8-K,0001829126-23-007121,A,8k-text:merger:1;via-primary
0001853047,Hudson Acquisition I Corp.,2024-05-16,8-K,0001213900-24-044377,A,8k-text:merger:1;via-primary
0001853070,"Volato Group, Inc.",2023-08-02,8-K,0001140361-23-037494,A,8k-text:merger:2;target:1;acquirer:2;defence:2;via-primary
0001853070,"Volato Group, Inc.",2023-11-29,8-K,0001140361-23-055150,A,8k-text:merger:1;target:1;acquirer:1;via-primary
0001853070,"Volato Group, Inc.",2023-12-07,8-K,0001140361-23-056679,A,8k-text:merger:1;target:2;acquirer:1;defence:1;nonmerger:2;via-primary
0001853070,"Volato Group, Inc.",2025-10-07,8-K,0001493152-25-017228,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:1;via-primary
0001853070,"Volato Group, Inc.",2026-06-29,8-K,0001493152-26-030377,A,8k-text:merger:1;via-primary
0001853138,"Kodiak AI, Inc.",2025-09-15,8-K,0001193125-25-202878,A,8k-text:merger:1;via-primary
0001854270,"Senti Biosciences, Inc.",2021-12-20,8-K,0001193125-21-361732,A,8k-text:merger:1;target:2;acquirer:2;defence:1;via-primary
0001854270,"Senti Biosciences, Inc.",2022-02-15,8-K,0001193125-22-043321,A,8k-text:merger:1;target:1;acquirer:2;via-primary
0001854270,"Senti Biosciences, Inc.",2022-05-10,8-K,0001193125-22-146426,A,8k-text:merger:1;target:1;acquirer:1;via-primary
0001854270,"Senti Biosciences, Inc.",2022-05-24,8-K,0001193125-22-158089,A,8k-text:merger:1;via-primary
0001854270,"Senti Biosciences, Inc.",2022-06-15,8-K,0001193125-22-174498,A,8k-text:merger:1;target:2;acquirer:1;defence:2;via-primary
0001854275,"Zoomcar Holdings, Inc.",2023-10-03,8-K,0001104659-23-106454,A,8k-text:merger:1;via-primary
0001854275,"Zoomcar Holdings, Inc.",2023-12-19,8-K,0001104659-23-127159,A,8k-text:merger:3;via-primary
0001854275,"Zoomcar Holdings, Inc.",2023-12-19,8-K,0001104659-23-127171,A,8k-text:merger:3;via-primary
0001854275,"Zoomcar Holdings, Inc.",2024-01-02,8-K,0001213900-23-100135,A,8k-text:merger:3;via-primary
0001854275,"Zoomcar Holdings, Inc.",2024-01-04,8-K,0001213900-24-001242,A,8k-text:merger:4;target:3;acquirer:2;defence:1;nonmerger:3;via-primary
0001854275,"Zoomcar Holdings, Inc.",2024-02-02,8-K,0001213900-24-009335,A,8k-text:merger:2;via-primary
0001854583,"Collective Audience, Inc.",2022-07-25,8-K,0001213900-22-041352,A,8k-text:merger:3;via-primary
0001854583,"Collective Audience, Inc.",2023-05-02,8-K,0001213900-23-035005,A,8k-text:merger:1;via-primary
0001854583,"Collective Audience, Inc.",2023-06-12,8-K,0001213900-23-047889,A,8k-text:merger:1;via-primary
0001854583,"Collective Audience, Inc.",2023-07-25,8-K,0001213900-23-059296,A,8k-text:merger:1;via-primary
0001854583,"Collective Audience, Inc.",2023-08-31,8-K,0001213900-23-072741,A,8k-text:merger:1;via-primary
0001854963,"SHF Holdings, Inc.",2024-03-04,8-K,0001493152-24-008732,A,8k-text:merger:2;via-primary
0001855351,Sagaliam Acquisition Corp,2023-09-15,8-K,0001493152-23-032803,A,8k-text:merger:1;via-primary
0001855447,"TIGO ENERGY, INC.",2022-12-06,8-K,0001104659-22-124948,A,8k-text:merger:3;target:3;acquirer:2;defence:1;via-primary
0001855447,"TIGO ENERGY, INC.",2023-05-30,8-K,0001213900-23-044099,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001855457,"KORE Group Holdings, Inc.",2021-10-06,8-K,0001193125-21-293152,A,8k-text:merger:3;target:2;acquirer:3;defence:1;nonmerger:2;via-primary
0001855467,Chavant Capital Acquisition Corp.,2023-01-12,8-K,0001104659-23-003441,A,8k-text:merger:1;via-primary
0001855467,Chavant Capital Acquisition Corp.,2023-04-10,8-K,0001104659-23-043327,A,8k-text:merger:2;via-primary
0001855467,Chavant Capital Acquisition Corp.,2023-06-27,8-K,0001104659-23-075247,A,8k-text:merger:1;via-primary
0001855467,Chavant Capital Acquisition Corp.,2023-11-30,8-K,0001104659-23-122449,A,8k-text:merger:1;via-primary
0001855467,Chavant Capital Acquisition Corp.,2023-12-19,8-K,0001104659-23-127135,A,8k-text:merger:1;via-primary
0001855467,Chavant Capital Acquisition Corp.,2025-10-06,SC TO-C,0001493152-25-017122,A,form-type|subject-cik-mismatch
0001855467,Chavant Capital Acquisition Corp.,2025-11-03,SC TO-C,0001493152-25-020616,A,form-type|subject-cik-mismatch
0001855474,Montana Technologies Corp.,2024-02-05,8-K,0001213900-24-009849,A,8k-text:merger:3;via-primary
0001855474,Montana Technologies Corp.,2024-03-20,8-K,0001213900-24-024441,A,8k-text:merger:3;target:1;acquirer:1;defence:1;nonmerger:1;via-primary
0001855485,"Calidi Biotherapeutics, Inc.",2022-09-16,8-K,0001193125-22-246494,A,8k-text:merger:1;via-primary
0001855485,"Calidi Biotherapeutics, Inc.",2023-02-10,8-K,0001193125-23-032729,A,8k-text:merger:4;via-primary
0001855485,"Calidi Biotherapeutics, Inc.",2023-04-13,8-K,0001193125-23-100724,A,8k-text:merger:4;via-primary
0001855485,"Calidi Biotherapeutics, Inc.",2023-06-23,8-K,0001193125-23-173151,A,8k-text:merger:4;via-primary
0001855485,"Calidi Biotherapeutics, Inc.",2023-09-19,8-K,0001193125-23-237077,A,8k-text:merger:4;target:3;acquirer:1;defence:2;nonmerger:3;via-primary
0001855509,"Twin Vee PowerCats, Co.",2026-07-13,8-K,0001731122-26-000931,A,8k-text:merger:3;target:3;acquirer:1;nonmerger:2;via-primary
0001855631,AERWINS Technologies Inc.,2022-09-07,8-K,0001493152-22-025254,A,8k-text:merger:4;target:1;acquirer:1;defence:1;via-primary
0001855631,AERWINS Technologies Inc.,2022-11-10,8-K,0001493152-22-031183,A,8k-text:merger:3;via-primary
0001855631,AERWINS Technologies Inc.,2023-01-20,8-K,0001193125-23-011176,A,8k-text:merger:3;via-primary
0001855631,AERWINS Technologies Inc.,2023-02-09,8-K,0001193125-23-030266,A,8k-text:merger:3;target:2;acquirer:2;defence:2;nonmerger:1;via-primary
0001855644,Zura Bio Ltd,2022-11-15,8-K,0001104659-22-119158,A,8k-text:merger:1;via-primary
0001855644,Zura Bio Ltd,2023-03-10,8-K,0001104659-23-030711,A,8k-text:merger:1;via-primary
0001856028,"Stronghold Digital Mining, Inc.",2024-08-22,8-K,0001140361-24-038104,A,8k-text:merger:3;target:1;acquirer:1;nonmerger:1;via-primary
0001856028,"Stronghold Digital Mining, Inc.",2024-09-13,8-K,0001140361-24-041065,A,8k-text:merger:3;via-primary
0001856028,"Stronghold Digital Mining, Inc.",2024-10-31,8-K,0001140361-24-044717,A,8k-text:merger:1;via-primary
0001856028,"Stronghold Digital Mining, Inc.",2025-03-20,8-K,0001140361-25-009694,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:1;via-primary
0001858180,Prime Number Acquisition I Corp.,2023-08-14,8-K,0001104659-23-090804,A,8k-text:merger:1;via-primary
0001858180,Prime Number Acquisition I Corp.,2023-08-14,8-K,0001104659-23-091512,A,8k-text:merger:1;via-primary
0001859007,"ZyVersa Therapeutics, Inc.",2022-12-13,8-K,0001493152-22-035258,A,8k-text:merger:1;target:1;acquirer:1;defence:1;nonmerger:2;via-primary
0001859007,"ZyVersa Therapeutics, Inc.",2023-09-14,8-K,0001493152-23-032553,A,8k-text:merger:1;via-primary
0001859285,HireRight Holdings Corp,2024-02-16,8-K,0000950103-24-002368,A,8k-text:merger:3;target:1;acquirer:1;via-primary
0001859285,HireRight Holdings Corp,2024-06-28,8-K,0001140361-24-031658,A,8k-text:merger:3;target:2;acquirer:1;nonmerger:1;via-primary
0001859807,NorthView Acquisition Corp,2025-05-15,8-K,0001213900-25-043468,A,8k-text:merger:2;via-primary
0001860484,Relativity Acquisition Corp,2023-02-17,8-K,0001213900-23-012892,A,8k-text:merger:1;target:2;acquirer:1;defence:1;via-primary
0001860484,Relativity Acquisition Corp,2023-03-23,8-K,0001213900-23-022493,A,8k-text:merger:1;via-primary
